0 , movement , 0.00989412580938
0 , subject , 0.00851295366889
0 , human , 0.00832377748568
0 , motor , 0.00783016394961
0 , stimulus , 0.00670600961465
0 , location , 0.00656163543372
0 , motion , 0.00641983131183
0 , eye , 0.00605986170262
0 , orientation , 0.00592119827529
0 , hand , 0.00575009318744
1 , recurrent , 0.00689867746752
1 , synaptic , 0.0065797356881
1 , context , 0.00657492604309
1 , sequence , 0.00521901513129
1 , trajectory , 0.00508638985021
1 , hmm , 0.00506864741086
1 , firing , 0.00496091825507
1 , movement , 0.00490534626915
1 , forward , 0.0045455140909
1 , motor , 0.00448414625096
2 , motion , 0.0115069404687
2 , stimulus , 0.00820323123787
2 , spatial , 0.00734399622044
2 , orientation , 0.00682130030226
2 , cortex , 0.00644923223455
2 , frequency , 0.00578545415669
2 , receptive , 0.00576220782027
2 , eye , 0.00559329977529
2 , location , 0.00528346279364
2 , pixel , 0.00507809984594
3 , chip , 0.0129766855036
3 , analog , 0.00988522442373
3 , bit , 0.00631976345127
3 , parallel , 0.00629000450308
3 , activation , 0.00582754173958
3 , implementation , 0.00510851124099
3 , vlsi , 0.00476124551605
3 , block , 0.00465134456822
3 , recurrent , 0.0044845847233
3 , propagation , 0.00436120112615
4 , chip , 0.0093136286313
4 , frequency , 0.00898319715109
4 , analog , 0.00828806690992
4 , motion , 0.0080085365203
4 , synaptic , 0.00793249468627
4 , spike , 0.00776497393569
4 , voltage , 0.00737821635519
4 , firing , 0.00732932805164
4 , potential , 0.00586581031423
4 , stimulus , 0.00583315478265
5 , chip , 0.00966339480454
5 , movement , 0.00865908650998
5 , motor , 0.00848770483644
5 , trajectory , 0.00728154242485
5 , motion , 0.00654481333857
5 , analog , 0.00593670346759
5 , forward , 0.00589091983193
5 , inverse , 0.00584258269882
5 , arm , 0.00544602725273
5 , hand , 0.00466665000179
6 , table , 0.0051688225109
6 , student , 0.00507646808336
6 , validation , 0.00412451382182
6 , teacher , 0.0036250113435
6 , epoch , 0.00361624716325
6 , cross , 0.00320676241147
6 , synaptic , 0.00319101067823
6 , rbf , 0.00310645420548
6 , descent , 0.0030721671998
6 , spike , 0.00298669264399
7 , hmm , 0.00967800455788
7 , context , 0.00893402188073
7 , speaker , 0.00778581675705
7 , chip , 0.00727993471114
7 , analog , 0.00707875342554
7 , mlp , 0.00700514943391
7 , frequency , 0.00581154324265
7 , acoustic , 0.00543408071042
7 , filter , 0.00467806665519
7 , classes , 0.00443561595996
8 , theorem , 0.0094797395238
8 , dimension , 0.00738448130822
8 , proof , 0.00596532866998
8 , polynomial , 0.005848115144
8 , distance , 0.00478813013596
8 , perceptron , 0.00422331857522
8 , kernel , 0.00378039255786
8 , margin , 0.0033600058185
8 , lemma , 0.00327526538221
8 , tangent , 0.00322093187151
9 , policy , 0.0174936999329
9 , reinforcement , 0.0107622770497
9 , decision , 0.00903681821625
9 , reward , 0.00736753652637
9 , controller , 0.00588101375393
9 , robot , 0.00587240902245
9 , markov , 0.00572613228043
9 , goal , 0.00554816460264
9 , sutton , 0.00545642012678
9 , iteration , 0.00532967433259
0 , iteration , 0.0017215886274
0 , attractor , 0.00160106548861
0 , channel , 0.00126054995858
0 , cross , 0.00113108329315
0 , part , 0.00105496752368
0 , goal , 0.00103872099345
0 , inhibitory , 0.0010081789298
0 , character , 0.00100586736091
0 , separation , 0.00098682138948
0 , ann , 0.000955661599115
1 , table , 0.00129861642922
1 , finite , 0.00124001722741
1 , correlation , 0.0012334077357
1 , letter , 0.00118752669734
1 , string , 0.00110517174358
1 , inference , 0.00109829627814
1 , regression , 0.00108247368627
1 , wavelet , 0.00106787186412
1 , search , 0.00104251171314
1 , previous , 0.00101768037488
2 , tree , 0.00122598113494
2 , nearest , 0.00121504244754
2 , batch , 0.00119285264994
2 , spike , 0.00106186937586
2 , likelihood , 0.000993460055272
2 , annealing , 0.000968615884538
2 , adaptive , 0.000963147422688
2 , analog , 0.000959647255063
2 , hmm , 0.000929556739672
2 , neighbor , 0.000911481605119
3 , controller , 0.00146203262048
3 , tree , 0.00143726651183
3 , length , 0.00133213238211
3 , kernel , 0.0013051682146
3 , phase , 0.00124777627841
3 , language , 0.00112974171837
3 , positive , 0.00111108842559
3 , tangent , 0.00109416743459
3 , node , 0.00107477633666
3 , cost , 0.00104333716287
4 , filter , 0.00160188957977
